name,type,start_time,duration,"identifier","num_data_bytes","extended","data","crc","ack"
"CAN","data_field",2023-08-25T05:27:11.843185308+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.843221308+00:00,3.6e-05,,,,0xFF,,
"CAN","crc_field",2023-08-25T05:27:11.843261308+00:00,5.6e-05,,,,,0x0000000000005A29,
"CAN","ack_field",2023-08-25T05:27:11.843325308+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.843425500+00:00,0.000144,0x0000000018FEF600,,true,,,
"CAN","control_field",2023-08-25T05:27:11.843573500+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.843589500+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.843625500+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.843661500+00:00,3.2e-05,,,,0x19,,
"CAN","data_field",2023-08-25T05:27:11.843697500+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.843733500+00:00,3.6e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.843773500+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.843813500+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.843849500+00:00,3.6e-05,,,,0xFF,,
"CAN","crc_field",2023-08-25T05:27:11.843889500+00:00,6e-05,,,,,0x0000000000004BE9,
"CAN","ack_field",2023-08-25T05:27:11.843957500+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.852825204+00:00,0.000144,0x000000000CF00400,,true,,,
"CAN","control_field",2023-08-25T05:27:11.852973204+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.852989204+00:00,3.2e-05,,,,0xFE,,
"CAN","data_field",2023-08-25T05:27:11.853025204+00:00,3.2e-05,,,,0x7D,,
"CAN","data_field",2023-08-25T05:27:11.853061204+00:00,3.2e-05,,,,0x7D,,
"CAN","data_field",2023-08-25T05:27:11.853097204+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.853133204+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.853173204+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.853209204+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.853245204+00:00,3.2e-05,,,,0x7D,,
"CAN","crc_field",2023-08-25T05:27:11.853281204+00:00,6e-05,,,,,0x0000000000006D3F,
"CAN","ack_field",2023-08-25T05:27:11.853349204+00:00,4e-06,,,,,,true
